title,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
White Dress,0.641,0.833,4.0,-4.597,0.0,0.108,0.00467,0.0,0.352,0.133,130.005,hiphop
Middle Man / Mr. Mister,0.643,0.723,2.0,-6.751,0.0,0.0936,0.217,1.23e-05,0.114,0.0956,131.013,hiphop
DNA.,0.637,0.514,1.0,-6.763,1.0,0.365,0.0047,0.0,0.094,0.379,139.931,hiphop
Three Sixteens,0.658,0.901,11.0,-5.28,0.0,0.199,0.0313,0.0,0.3,0.442,82.042,hiphop
Gamble,0.663,0.714,2.0,-5.532,1.0,0.146,0.21,0.0,0.421,0.537,157.955,hiphop
Litty (feat. Tory Lanez),0.592,0.701,10.0,-4.014,0.0,0.0858,0.0451,0.0,0.327,0.299,129.501,hiphop
Skateboard P (feat. Big Sean),0.831,0.47,1.0,-7.48,0.0,0.425,0.0371,0.0,0.144,0.347,75.474,hiphop
Good Drank,0.834,0.779,4.0,-1.075,0.0,0.224,0.279,0.0,0.121,0.376,130.002,hiphop
Everyday We Lit (feat. PnB Rock),0.758,0.646,7.0,-4.701,1.0,0.112,0.128,0.0,0.0778,0.569,155.955,hiphop
Both (feat. Drake),0.85,0.405,7.0,-7.509,0.0,0.225,0.119,0.000118,0.0707,0.337,139.976,hiphop
Don't Get Too High,0.88,0.495,1.0,-3.476,1.0,0.0681,0.0148,1.47e-06,0.121,0.47,124.055,hiphop
Being Funny and a Comic,0.756,0.12,1.0,-21.136,1.0,0.952,0.571,0.0,0.334,0.644,78.288,hiphop
Becoming a Comedian,0.603,0.119,6.0,-22.932,1.0,0.429,0.995,0.914,0.107,0.467,106.404,hiphop
Negro Sense of Humor,0.653,0.146,10.0,-22.707,0.0,0.445,0.995,0.957,0.109,0.335,88.668,hiphop
Not Poor -- Just Busted,0.603,0.564,2.0,-13.167,1.0,0.934,0.942,3.82e-06,0.576,0.628,116.457,hiphop
Civil Rights and Lenny Bruce,0.62,0.0477,8.0,-25.377,1.0,0.482,0.992,0.916,0.108,0.142,65.567,hiphop
Dick Gregory / Mr. Medgar Evers,0.515,0.794,10.0,-16.603,0.0,0.891,0.898,0.0,0.656,0.0437,130.133,hiphop
Biggest Laugh,0.668,0.131,8.0,-21.806,0.0,0.725,0.993,0.109,0.111,0.395,64.619,hiphop
At The Blue Angel,0.584,0.473,6.0,-16.054,1.0,0.947,0.928,0.0,0.9,0.477,76.267,hiphop
Comedian Born or Made,0.549,0.0732,8.0,-24.787,0.0,0.476,0.993,0.491,0.102,0.257,58.454,hiphop
Why People Laugh,0.635,0.0848,8.0,-24.177,0.0,0.384,0.994,0.818,0.109,0.211,132.502,hiphop
Middle East,0.545,0.631,3.0,-11.513,0.0,0.944,0.941,2.97e-05,0.605,0.582,87.814,hiphop
Commentary On Affairs Political,0.56,0.725,1.0,-11.888,0.0,0.934,0.932,2.74e-05,0.691,0.63,107.281,hiphop
Read Newspaper,0.623,0.16,6.0,-20.577,1.0,0.673,0.995,0.922,0.107,0.423,76.113,hiphop
At The Hungry I,0.444,0.712,8.0,-15.206,0.0,0.955,0.951,0.0,0.941,0.26,62.341,hiphop
Dick Gregory,0.488,0.491,10.0,-13.949,1.0,0.415,0.992,0.00058,0.662,0.551,127.653,hiphop
Dick Gregory,0.642,0.428,8.0,-14.978,1.0,0.96,0.981,0.0,0.679,0.269,90.176,hiphop
Advice,0.574,0.0727,8.0,-23.806,1.0,0.532,0.993,0.0838,0.111,0.278,77.729,hiphop
Break Through,0.536,0.1,8.0,-24.719,0.0,0.512,0.994,0.913,0.111,0.238,69.164,hiphop
Congo Daily Tribune,0.479,0.67,1.0,-12.73,1.0,0.942,0.948,2.98e-05,0.742,0.533,82.107,hiphop
Thoughts On Outer Space,0.561,0.526,11.0,-12.972,0.0,0.945,0.957,1.16e-05,0.54,0.656,154.069,hiphop
100 Proof,0.502,0.649,8.0,-13.369,1.0,0.943,0.947,5.82e-05,0.158,0.591,82.643,hiphop
Doomsday,0.3,0.985,6.0,-3.734,0.0,0.265,3.15e-05,0.000275,0.0839,0.205,124.925,metal
Chasing Demons (feat. Howard Jones),0.538,0.982,4.0,-4.305,0.0,0.108,0.000749,6.93e-05,0.0986,0.242,121.981,metal
Come And Get It,0.569,0.986,7.0,-4.027,1.0,0.0671,0.000157,5.32e-06,0.367,0.404,108.001,metal
End Transmission,0.492,0.997,7.0,-3.748,1.0,0.118,8.13e-05,0.00065,0.0954,0.36,159.978,metal
Spiral,0.47,0.915,1.0,-5.758,1.0,0.148,1.84e-05,0.0254,0.127,0.341,134.941,metal
Island Of Fools,0.468,0.954,3.0,-5.447,1.0,0.108,3.45e-06,0.000336,0.154,0.16,108.0,metal
Better To Burn,0.248,0.952,7.0,-1.279,1.0,0.13,4.87e-06,0.0411,0.153,0.355,195.139,metal
Madness,0.465,0.874,4.0,-5.058,0.0,0.0523,5.83e-05,0.0,0.16,0.36,85.947,metal
California Dreaming,0.503,0.967,7.0,-2.492,1.0,0.176,3.16e-05,0.0,0.299,0.272,95.006,metal
Invisible Enemy,0.182,0.975,6.0,-5.177,1.0,0.263,1.09e-05,0.0212,0.0969,0.0488,143.976,metal
Perfect Combination,0.519,0.961,5.0,-4.578,0.0,0.0476,7.09e-05,0.0,0.0622,0.27,94.984,metal
Damaged Goods,0.499,0.998,6.0,-2.643,1.0,0.122,0.000239,0.00352,0.347,0.0603,110.019,metal
The Sin And The Sentence,0.517,0.97,1.0,-3.992,1.0,0.0767,0.000386,0.00026,0.0413,0.473,100.036,metal
Stranded,0.513,0.88,7.0,-4.69,0.0,0.0309,9.59e-05,0.00614,0.0824,0.495,92.358,metal
X,0.517,0.985,7.0,-3.291,1.0,0.175,0.00679,0.0,0.0768,0.214,111.883,metal
SCUM,0.344,0.988,4.0,-2.055,1.0,0.277,1.56e-05,4.54e-06,0.276,0.251,196.147,metal
The End,0.494,0.973,10.0,-4.509,0.0,0.108,0.000209,0.0276,0.357,0.361,94.997,metal
"The Light, The Fire",0.453,0.919,1.0,-5.387,1.0,0.0426,0.00326,0.0321,0.36,0.466,88.49,metal
Deathvaluation,0.226,0.996,11.0,-4.853,1.0,0.197,1.16e-05,0.0119,0.0996,0.0769,125.808,metal
My Allied Ocean,0.464,0.985,1.0,-5.389,1.0,0.139,1.7e-05,7.87e-05,0.1,0.232,89.984,metal
Virus,0.389,0.993,4.0,-2.272,0.0,0.151,0.000238,0.0,0.211,0.285,198.086,metal
Lost For Words,0.36,0.973,9.0,-5.125,1.0,0.129,0.000226,0.00111,0.169,0.148,154.994,metal
"Mean, Green, Killing Machine",0.327,0.98,4.0,-4.436,0.0,0.0971,3.21e-05,0.0152,0.0895,0.45,198.987,metal
FREEDOM,0.481,0.944,7.0,-4.775,1.0,0.0887,3.86e-05,0.00345,0.0464,0.301,137.956,metal
Preachers of Death,0.364,0.962,2.0,-5.239,1.0,0.0499,7.42e-06,0.157,0.611,0.249,103.589,metal
Lost in the Grey,0.436,0.941,10.0,-5.181,1.0,0.0868,3.22e-06,0.000716,0.259,0.287,165.055,metal
Loneshark,0.363,0.988,10.0,-3.207,0.0,0.0922,0.000255,0.0462,0.615,0.0847,89.944,metal
The Heart From Your Hate,0.582,0.928,10.0,-4.659,0.0,0.0635,0.00876,5.03e-06,0.297,0.586,113.043,metal
In Hindsight,0.354,0.991,6.0,-4.574,0.0,0.242,0.000429,7.56e-05,0.498,0.0399,95.01,metal
The Traces We Leave,0.466,0.964,1.0,-4.59,1.0,0.0655,1.59e-05,0.4,0.34,0.131,125.048,metal
Live Again,0.31,0.817,9.0,-5.447,0.0,0.104,2.73e-05,0.0,0.295,0.185,159.48,metal
The Thunder Rolls - Cover,0.336,0.889,2.0,-5.291,1.0,0.0523,0.000274,0.131,0.112,0.245,159.879,metal
TriggerPulse,0.344,0.903,8.0,-5.018,1.0,0.11,6.16e-05,0.0322,0.168,0.213,175.158,metal
Married to the Noise,0.48,0.98,8.0,-2.317,1.0,0.0741,0.000432,0.0,0.337,0.241,104.995,metal
Atoma,0.413,0.969,11.0,-4.91,0.0,0.0822,0.000159,0.344,0.18,0.172,75.026,metal
You Are We,0.437,0.961,10.0,-4.951,0.0,0.0805,4.64e-05,0.0,0.0985,0.348,145.038,metal
River of Fire,0.442,0.895,4.0,-4.388,1.0,0.101,0.0173,9.9e-06,0.715,0.496,143.829,metal
Loud,0.211,0.993,0.0,-4.095,0.0,0.232,0.000498,0.0,0.104,0.0521,106.042,metal
Roots,0.428,0.959,6.0,-3.727,1.0,0.256,0.0319,0.0,0.0888,0.267,144.396,metal
Eternally Yours,0.223,0.938,10.0,-3.22,0.0,0.088,0.000878,0.0,0.118,0.195,92.536,metal
Vindication,0.424,0.933,8.0,-4.515,1.0,0.0442,0.000123,0.114,0.175,0.0972,145.042,metal
The Eagle Flies Alone - edit,0.492,0.982,5.0,-4.237,1.0,0.0856,0.000894,0.205,0.118,0.14,136.004,metal
Don't Need You - Edit,0.212,0.97,7.0,-4.68,1.0,0.132,3.01e-05,2.83e-06,0.0682,0.327,152.577,metal
Slaves Beyond Death,0.298,0.996,4.0,-3.257,1.0,0.259,6.53e-05,3.44e-05,0.226,0.0451,99.583,metal
War Is Killing Us All,0.544,0.936,9.0,-5.269,0.0,0.0642,3.54e-05,0.0281,0.126,0.208,139.99,metal
Toe to Toes,0.24,0.961,0.0,-4.799,1.0,0.105,2.02e-05,0.0268,0.0758,0.325,132.167,metal
The World Is Yours,0.267,0.988,0.0,-4.146,1.0,0.152,6.04e-05,0.485,0.186,0.0989,184.849,metal
WE KNOW WHERE YOU FUCKING LIVE,0.686,0.874,2.0,-6.416,1.0,0.0545,0.000338,0.0795,0.137,0.397,130.002,metal
The Frost,0.469,0.986,4.0,-5.287,0.0,0.175,3.08e-05,0.00765,0.168,0.109,120.046,metal
Overthrow,0.373,0.992,2.0,-4.142,1.0,0.132,2.7e-05,1.13e-05,0.351,0.211,102.723,metal
The Trooper,0.285,0.866,4.0,-6.762,0.0,0.0674,0.0175,0.0575,0.541,0.642,162.307,metal
Ace of Spades,0.321,0.99,6.0,-4.461,1.0,0.204,0.00248,0.00631,0.0924,0.195,140.574,metal
For Whom The Bell Tolls - Remastered,0.518,0.858,0.0,-6.147,1.0,0.0672,0.00563,0.00349,0.0598,0.242,117.897,metal
Breaking the Law,0.362,0.961,2.0,-5.664,1.0,0.0857,0.024,9.35e-06,0.159,0.474,164.019,metal
Eruption - 2015 Remastered Version,0.225,0.689,8.0,-9.12,1.0,0.0555,0.469,0.813,0.337,0.554,93.798,metal
Thunderstruck,0.501,0.889,4.0,-5.175,1.0,0.0364,0.000147,0.0114,0.217,0.236,133.519,metal
Run to the Hills - 1998 Remastered Version,0.221,0.956,0.0,-4.641,1.0,0.0876,0.0103,0.000523,0.195,0.424,173.254,metal
Symphony Of Destruction - 2004 Digital Remaster,0.61,0.891,4.0,-5.452,0.0,0.0587,0.000805,0.0928,0.0657,0.501,139.903,metal
Cowboys From Hell,0.415,0.908,2.0,-9.701,1.0,0.0765,0.00437,0.0345,0.082,0.441,114.816,metal
Rainbow In The Dark,0.508,0.912,9.0,-8.049,0.0,0.0368,7.06e-05,0.403,0.0492,0.649,117.582,metal
You Shook Me All Night Long,0.532,0.767,7.0,-5.509,1.0,0.0574,0.00287,0.000513,0.39,0.764,127.361,metal
Electric Eye,0.431,0.947,9.0,-6.011,1.0,0.0752,0.000779,0.000253,0.356,0.363,96.539,metal
Paranoid,0.425,0.622,4.0,-11.503,0.0,0.0744,8.89e-05,0.00164,0.17,0.389,162.474,metal
Kickstart My Heart,0.474,0.977,7.0,-3.839,0.0,0.176,0.00111,0.00298,0.201,0.245,89.494,metal
Back In Black,0.31,0.7,9.0,-5.678,1.0,0.047,0.011,0.00965,0.0828,0.782,188.386,metal
Wasted Years - 1998 Remastered Version,0.242,0.953,4.0,-5.555,0.0,0.115,0.0605,3.38e-05,0.135,0.36,153.738,metal
Crazy Train - Remastered,0.453,0.906,9.0,-4.001,1.0,0.115,0.361,0.000569,0.26,0.478,137.575,metal
Bark at the Moon,0.333,0.934,9.0,-4.187,0.0,0.106,7.95e-05,0.00239,0.122,0.472,146.369,metal
Walk,0.43,0.704,1.0,-8.008,0.0,0.0804,0.000155,0.00221,0.0933,0.684,118.242,metal
Children of the Grave,0.319,0.65,6.0,-13.927,1.0,0.0375,0.0762,0.129,0.0962,0.375,149.886,metal
Living After Midnight,0.61,0.824,4.0,-6.046,1.0,0.0534,0.0136,1.75e-06,0.0606,0.822,134.992,metal
Fear Of The Dark - 1998 Remastered Version,0.302,0.815,2.0,-8.756,0.0,0.0582,0.000762,0.00034,0.0959,0.241,109.937,metal
Seek & Destroy,0.461,0.95,9.0,-6.189,1.0,0.179,0.0638,0.0149,0.211,0.535,140.77,metal
The Number Of The Beast - 1998 Remastered Version,0.42,0.93,2.0,-5.583,0.0,0.0638,0.0189,0.00675,0.264,0.359,99.641,metal
Holy Diver,0.473,0.783,10.0,-10.671,0.0,0.0869,0.0125,0.475,0.268,0.122,91.976,metal
Raining Blood,0.301,0.995,1.0,-4.394,0.0,0.159,0.000417,0.295,0.125,0.037,88.15,metal
Tornado Of Souls - 2004 Digital Remaster,0.519,0.982,7.0,-3.547,1.0,0.108,0.00203,0.00055,0.0971,0.359,97.745,metal
I Want Out,0.483,0.871,0.0,-8.033,1.0,0.041,0.000444,0.000498,0.287,0.596,182.02,metal
Looks That Kill - International,0.483,0.948,0.0,-5.781,1.0,0.0402,0.00325,0.00819,0.117,0.708,135.957,metal
Shot in the Dark,0.581,0.791,6.0,-7.262,1.0,0.0324,0.00835,6.02e-05,0.142,0.615,123.887,metal
One,0.437,0.695,7.0,-9.447,1.0,0.0617,0.00111,0.0857,0.124,0.422,102.178,metal
All We Are,0.495,0.835,10.0,-13.211,1.0,0.0523,0.00353,0.0,0.24,0.144,131.346,metal
Master Of Puppets,0.538,0.872,4.0,-7.658,0.0,0.0361,0.000608,0.573,0.0946,0.588,105.102,metal
South Of Heaven,0.314,0.991,5.0,-3.852,0.0,0.349,0.000139,0.0652,0.11,0.0393,138.777,metal
Can U Deliver,0.498,0.858,8.0,-9.48,1.0,0.0564,0.0299,0.0,0.106,0.422,151.698,metal
Animal (Fuck Like a Beast),0.211,0.972,10.0,-3.755,0.0,0.188,0.00323,7.31e-06,0.573,0.2,143.75,metal
Fight Fire With Fire - Remastered,0.283,0.988,0.0,-7.017,1.0,0.111,3.75e-05,0.728,0.0712,0.143,90.791,metal
Iron Man,0.338,0.767,9.0,-11.51,1.0,0.0742,0.00344,0.00318,0.0384,0.506,154.97,metal
2 Minutes To Midnight - 1998 Remastered Version,0.459,0.953,4.0,-6.518,0.0,0.066,0.000275,0.000305,0.141,0.521,95.074,metal
Perfect Strangers,0.521,0.721,2.0,-7.699,1.0,0.0254,0.00348,0.0113,0.391,0.605,97.578,metal
Painkiller,0.435,0.987,1.0,-4.667,0.0,0.16,0.000195,0.0847,0.268,0.0993,103.16,metal
In My Darkest Hour - 2004 Remastered,0.322,0.978,9.0,-5.446,1.0,0.131,8.66e-05,0.266,0.136,0.278,112.878,metal
Cemetery Gates,0.274,0.726,9.0,-11.541,1.0,0.0449,0.000212,0.0113,0.0993,0.412,146.449,metal
Catch Your Train,0.231,0.797,1.0,-9.421,1.0,0.0576,0.0991,0.0325,0.0873,0.388,159.775,metal
Practice What You Preach,0.234,0.995,11.0,-5.291,0.0,0.0775,0.00028,0.0333,0.103,0.298,187.941,metal
War Pigs,0.445,0.612,9.0,-12.025,1.0,0.0589,0.118,0.00661,0.175,0.504,91.732,metal
Over The Wall,0.219,0.897,0.0,-8.492,1.0,0.0927,6.91e-06,0.0765,0.0735,0.261,103.885,metal
Fast As A Shark,0.434,0.92,2.0,-14.802,1.0,0.0919,5.4e-05,0.397,0.379,0.168,139.803,metal
The Riddle,0.25,0.917,8.0,-3.465,1.0,0.0634,0.000353,1.15e-06,0.182,0.472,204.361,metal
Blacklist,0.534,0.969,3.0,-3.378,1.0,0.0535,0.000359,0.564,0.269,0.589,75.005,metal
Metal On Metal,0.459,0.923,10.0,-6.081,0.0,0.0709,9.19e-05,1.46e-06,0.454,0.558,119.838,metal
Caught In A Mosh,0.366,0.963,7.0,-11.591,1.0,0.0708,0.000308,0.000326,0.13,0.136,106.528,metal
Agent Orange,0.225,0.939,4.0,-11.81,0.0,0.0596,9.47e-06,0.762,0.384,0.225,113.533,metal
"Speed of Light - Live at Grandwest Arena, Cape Town, South Africa - Wednesday 18th May 2016",,,,,,,,,,,,metal
Look What You Made Me Do,0.53,0.966,9.0,-4.073,0.0,0.112,0.00025,0.00101,0.702,0.207,128.042,metal
Funeral,0.182,0.525,7.0,-4.993,0.0,0.0362,0.00108,0.773,0.117,0.295,95.494,metal
Bottom Feeder,0.229,0.997,6.0,-3.309,0.0,0.453,0.000224,0.00174,0.0805,0.0341,94.302,metal
WE KNOW WHERE YOU FUCKING LIVE,0.686,0.874,2.0,-6.416,1.0,0.0545,0.000338,0.0795,0.137,0.397,130.002,metal
King of Storms,0.463,0.993,2.0,-5.011,1.0,0.113,3.47e-06,0.662,0.317,0.14,99.996,metal
Kill Your Demons,0.46,0.976,1.0,-2.186,0.0,0.0587,1.25e-05,0.0209,0.482,0.618,100.013,metal
To Your Brethren in the Dark,0.429,0.746,7.0,-7.958,0.0,0.0347,4.88e-06,0.783,0.0915,0.445,109.94,metal
Todos os Santos,0.511,0.912,2.0,-4.461,1.0,0.041,0.000238,0.0183,0.109,0.337,105.008,metal
Mother,0.37,0.978,7.0,-3.312,1.0,0.0618,4.73e-05,0.00294,0.428,0.124,104.45,metal
Salt of the Earth,0.473,0.904,5.0,-5.419,0.0,0.0569,1.01e-05,0.864,0.118,0.158,145.028,metal
Obitual,0.306,0.95,2.0,-5.705,1.0,0.0876,1.45e-05,0.819,0.315,0.097,106.954,metal
Black Supremacy,0.412,0.997,5.0,-4.912,0.0,0.102,1.99e-05,0.349,0.263,0.0743,146.054,metal
Liberation In Death,0.173,0.857,6.0,-6.711,0.0,0.0638,0.000106,0.69,0.205,0.34,94.917,metal
No One Stands In My Way,0.497,0.985,6.0,-5.748,1.0,0.118,0.000782,0.00226,0.0541,0.236,104.653,metal
Doomsday,0.3,0.985,6.0,-3.734,0.0,0.265,3.15e-05,0.000275,0.0839,0.205,124.925,metal
Quiet Complaint,0.339,0.939,1.0,-3.068,1.0,0.0872,0.000175,2.91e-06,0.205,0.302,199.894,metal
All that we had,0.453,0.967,8.0,-2.925,1.0,0.0873,0.00209,0.0392,0.271,0.183,103.02,metal
Legendary,0.372,0.979,5.0,-2.337,0.0,0.0967,0.000361,0.0,0.119,0.435,148.04,metal
Sunset of Cruelty,0.387,0.976,2.0,-4.794,1.0,0.0748,6.55e-05,0.119,0.376,0.186,99.998,metal
Back to Zero,0.365,0.966,4.0,-5.595,0.0,0.121,0.000129,0.124,0.238,0.506,180.055,metal
Lied für die Götter,0.473,0.914,2.0,-5.52,0.0,0.0383,0.00404,0.000147,0.106,0.569,76.524,metal
Imperfection,0.52,0.806,5.0,-3.586,0.0,0.06,0.197,7.16e-05,0.13,0.347,83.005,metal
I've Been Busy,0.519,0.888,5.0,-5.071,0.0,0.081,0.00192,1.48e-06,0.168,0.351,136.055,metal
Sugar,0.296,0.922,11.0,-5.929,1.0,0.0966,4.86e-06,0.0916,0.116,0.146,150.197,metal
The Remedy,0.356,0.995,4.0,-3.366,0.0,0.172,3.26e-06,0.000196,0.403,0.167,183.985,metal
The Grind,0.366,0.975,9.0,-4.189,1.0,0.105,0.000231,0.8,0.33,0.111,120.895,metal
"Where Echoes Gather, Pt. 1: Beneath the Giant",0.312,0.948,7.0,-4.622,1.0,0.0936,0.000167,0.0085,0.17,0.621,134.917,metal
El Presidente,0.37,0.988,11.0,-4.557,1.0,0.179,0.0275,7.56e-05,0.11,0.224,160.035,metal
Tonight,0.331,0.887,5.0,-4.854,0.0,0.057,0.00019,0.0,0.425,0.22,155.096,metal
In the Garden of Beasts,0.533,0.827,8.0,-6.677,0.0,0.0528,0.00736,0.00108,0.242,0.184,129.987,metal
Sleepless,0.453,0.98,1.0,-3.023,0.0,0.129,0.00222,0.000139,0.175,0.263,136.031,metal
Plague of the Earth,0.221,0.981,11.0,-3.006,0.0,0.158,2.23e-05,0.0544,0.0962,0.223,148.021,metal
Numb,0.523,0.664,9.0,-5.885,1.0,0.0332,0.00211,0.0,0.229,0.285,110.051,metal
Institution,0.373,0.979,1.0,-1.941,1.0,0.104,5.73e-06,6.46e-05,0.393,0.245,163.003,metal
Overthrow,0.373,0.992,2.0,-4.142,1.0,0.132,2.7e-05,1.13e-05,0.351,0.211,102.723,metal
Monochrome (Passive),0.196,0.597,9.0,-7.192,1.0,0.0351,0.00337,0.858,0.116,0.0352,166.429,metal
Act I: Elysium 77,0.475,0.935,5.0,-5.303,0.0,0.0783,0.00189,0.0,0.364,0.146,139.944,metal
From The Shadows We Rise,0.0825,0.995,7.0,-5.298,1.0,0.261,4.78e-06,0.292,0.327,0.0702,61.25,metal
Ranchu,0.589,0.935,11.0,-4.608,0.0,0.0963,0.000397,0.237,0.111,0.622,103.524,metal
Dream the Dead,0.308,0.853,3.0,-5.926,0.0,0.0533,0.000413,0.00229,0.313,0.211,137.722,metal
As Life Slowly Fades,0.163,0.987,9.0,-4.974,1.0,0.134,3.56e-05,0.493,0.528,0.0363,97.476,metal
Gulag,0.332,0.945,9.0,-3.995,0.0,0.084,0.00138,0.155,0.158,0.25,138.716,metal
The Race,0.306,0.997,7.0,-3.791,1.0,0.121,0.000162,0.00135,0.357,0.068,179.3,metal
Strength In Numbers,0.387,0.931,6.0,-4.387,0.0,0.182,0.00199,0.164,0.113,0.838,173.808,metal
Announcing The End,0.483,0.924,1.0,-5.523,0.0,0.0622,3.94e-05,0.00583,0.363,0.168,109.904,metal
Woven in Gold,0.468,0.986,7.0,-3.385,1.0,0.162,0.000249,0.0,0.685,0.279,90.043,metal
Cold Like War,0.456,0.968,5.0,-3.63,0.0,0.0902,0.000148,0.00111,0.184,0.499,150.002,metal
If Looks Could Kill,0.435,0.905,0.0,-5.77,1.0,0.0594,5.85e-06,0.00117,0.0953,0.768,155.069,metal
My Champion - Berlin,0.474,0.805,3.0,-3.97,1.0,0.0484,0.000253,0.181,0.104,0.27,109.992,metal
Trust the Process,0.458,0.907,6.0,-6.845,1.0,0.0693,0.00102,0.000288,0.157,0.451,147.987,metal
This Is Not the End,0.416,0.969,0.0,-3.431,1.0,0.15,0.000263,5.31e-05,0.122,0.265,120.043,metal
See You In Hell,0.194,0.689,2.0,-7.316,1.0,0.0424,4.01e-06,0.512,0.258,0.306,125.713,metal
Hives in Decline,0.261,0.886,3.0,-5.987,0.0,0.109,0.000325,0.356,0.095,0.0973,128.821,metal
"Urn, Pt. 1 - And Within the Void We Are Breathless",0.346,0.956,9.0,-6.185,1.0,0.112,4.95e-05,0.756,0.0953,0.0669,112.635,metal
Den stora tystnaden,0.176,0.867,6.0,-14.49,0.0,0.0496,0.000276,0.193,0.815,0.124,87.197,metal
Pray For Plagues,0.271,0.965,6.0,-4.447,1.0,0.213,0.000294,0.0769,0.156,0.328,107.548,metal
Fade Away,0.473,0.882,2.0,-6.495,0.0,0.0705,0.00417,0.000859,0.304,0.387,82.964,metal
The Sun,0.584,0.837,9.0,-5.586,0.0,0.0492,0.000129,0.00506,0.425,0.604,125.048,metal
Nach Dem Sturm,0.267,0.434,9.0,-8.742,0.0,0.0348,3.8e-05,0.529,0.0682,0.0675,131.537,metal
Gadget,0.414,0.918,6.0,-7.619,1.0,0.13,1.51e-05,0.116,0.207,0.185,175.104,metal
In Battle There Is No Pot,0.265,0.967,4.0,-6.053,1.0,0.138,0.000123,0.734,0.267,0.218,136.104,metal
9-13,0.169,0.957,3.0,-4.934,0.0,0.0775,1.76e-06,0.925,0.289,0.207,127.007,metal
Toe to Toes,0.24,0.961,0.0,-4.799,1.0,0.105,2.02e-05,0.0268,0.0758,0.325,132.167,metal
My Temptation,0.513,0.791,7.0,-6.79,1.0,0.0486,0.000539,1.5e-06,0.0916,0.2,124.06,metal
Eye Of The Storm,0.459,0.89,4.0,-3.55,0.0,0.0534,0.00376,0.0,0.143,0.213,136.027,metal
Exsolus,0.555,0.885,11.0,-9.567,0.0,0.0474,0.0607,0.795,0.188,0.27,119.971,metal
Lilith,0.292,0.983,10.0,-4.156,1.0,0.193,1.69e-05,2.31e-05,0.323,0.0378,154.765,metal
Lifeless,0.262,0.981,5.0,-6.857,0.0,0.176,3.94e-05,8.03e-06,0.0547,0.124,129.729,metal
Twisted Logic,0.544,0.994,9.0,-1.794,0.0,0.122,0.00985,0.12,0.0736,0.226,109.989,metal
War Is Closed by Us (2017),0.506,0.861,2.0,-4.172,1.0,0.0358,0.00116,3.82e-05,0.374,0.517,140.052,metal
Anemia,0.231,0.664,3.0,-7.22,1.0,0.0571,1.85e-05,0.943,0.0645,0.189,124.607,metal
The Shadow,0.471,0.959,6.0,-4.709,0.0,0.0663,0.00162,5.37e-06,0.322,0.406,149.96,metal
The World Without Us,0.436,0.987,4.0,-5.088,0.0,0.12,0.00506,0.0742,0.874,0.42,199.97,metal
Commerce,0.113,0.61,1.0,-6.272,0.0,0.0595,4.36e-05,0.897,0.097,0.137,86.196,metal
Demon Haunted World,0.109,0.661,10.0,-5.772,1.0,0.0437,3.22e-05,0.87,0.178,0.125,78.161,metal
Mass,0.493,0.8,1.0,-8.875,1.0,0.0441,0.000184,0.313,0.277,0.293,113.998,metal
The Observatory,0.418,0.854,9.0,-4.707,0.0,0.0433,8.99e-06,0.337,0.394,0.228,114.971,metal
Come On Down,0.408,0.683,9.0,-6.908,0.0,0.0476,0.834,0.000308,0.183,0.271,90.102,metal
Lights Out,0.284,0.951,4.0,-5.134,1.0,0.0992,0.000189,0.85,0.369,0.182,104.722,metal
Ísafold,0.397,0.811,0.0,-5.94,0.0,0.0319,0.0689,0.17,0.113,0.465,122.676,metal
Vorel,0.188,0.896,0.0,-7.07,1.0,0.0646,2.39e-05,0.749,0.24,0.0789,151.085,metal
Devout,0.251,0.958,9.0,-4.943,0.0,0.167,0.000204,0.151,0.129,0.127,129.958,metal
Ciutat Tràgica,0.358,0.561,11.0,-21.366,1.0,0.0479,4.39e-05,0.00592,0.281,0.293,149.945,metal
The Traces We Leave,0.466,0.964,1.0,-4.59,1.0,0.0655,1.59e-05,0.4,0.34,0.131,125.048,metal
Klicks. Likes. Fame. Geil!,0.552,0.978,1.0,-3.873,1.0,0.173,0.000228,0.00222,0.212,0.234,135.035,metal
LIT,0.54,0.789,1.0,-5.27,0.0,0.0382,0.00414,0.207,0.124,0.533,99.022,metal
Take a Picture,0.495,0.81,1.0,-5.608,1.0,0.104,0.0029,0.0156,0.331,0.396,99.984,metal
Despair Is a Siren,0.158,0.468,11.0,-6.552,0.0,0.0366,0.0395,0.426,0.195,0.0551,74.251,metal
My Famed Disappearing Act,0.394,0.922,8.0,-2.512,1.0,0.0908,0.00844,0.000149,0.324,0.427,169.979,metal
Horizon,0.462,0.978,4.0,-6.067,0.0,0.124,0.00155,0.834,0.108,0.0949,139.975,metal
The Endless Knot,0.539,0.94,9.0,-5.057,0.0,0.0879,0.000755,0.000683,0.253,0.292,140.037,metal
Starburn,0.365,0.763,7.0,-5.792,1.0,0.0469,0.00068,0.000118,0.101,0.137,137.966,metal
Mirage,0.485,0.915,9.0,-7.009,0.0,0.104,0.0009,0.153,0.0882,0.126,119.841,metal
Fast Worms,0.285,0.789,1.0,-7.453,0.0,0.0601,0.000888,0.463,0.17,0.641,169.931,metal
Yekteniya I,0.405,0.844,6.0,-6.949,1.0,0.0614,0.000282,0.74,0.121,0.0625,119.978,metal
